s.no,Transaction ID,Date/Time of Sale,Product Name,Sales Amount,Quantity Sold,Payment Method
192,100191,2024-01-09,Brinjal,91,4,Cash
193,100192,2024-01-09,Turmeric Powder,58,4,UPI
194,100193,2024-01-09,Bread,34,5,Cash
195,100194,2024-01-09,Pickles,49,1,UPI
196,100195,2024-01-09,Tomato,25,6,Cash
197,100196,2024-01-09,Chili Powder,51,1,UPI
198,100197,2024-01-09,Potato,63,5,Cash
199,100198,2024-01-09,Coffee,130,6,Cash
200,100199,2024-01-09,Tea,130,7,Cash
201,100200,2024-01-09,Cooking Oil,53,6,Cash
202,100201,2024-01-09,Chili Powder,28,1,Cash
203,100202,2024-01-09,Onion,51,3,UPI
204,100203,2024-01-09,Potato,71,2,UPI
205,100204,2024-01-10,Pickles,149,1,UPI
206,100205,2024-01-10,Rasam Powder,112,3,UPI
207,100206,2024-01-10,Turmeric Powder,141,7,UPI
208,100207,2024-01-10,Toothpaste,127,3,Cash
209,100208,2024-01-10,Rasam Powder,108,5,Cash
210,100209,2024-01-10,Noodles,141,3,UPI
211,100210,2024-01-10,Mint Leaves,81,6,Cash
212,100211,2024-01-10,Onion,81,4,Cash
213,100212,2024-01-10,Curry Leaves,111,2,UPI
214,100213,2024-01-10,Sambar Powder,126,1,UPI
215,100214,2024-01-10,Curry Leaves,25,2,UPI
216,100215,2024-01-10,Brocolli,31,4,Cash
217,100216,2024-01-10,Dal,80,5,Cash
218,100217,2024-01-10,Coffee,130,5,Cash
219,100218,2024-01-10,Sambar Powder,88,4,Cash
220,100219,2024-01-10,Chili Powder,137,1,UPI
221,100220,2024-01-11,Salt,10,3,Cash
222,100221,2024-01-11,Coriander Powder,118,6,Cash
223,100222,2024-01-11,Coffee,130,4,Cash
224,100223,2024-01-11,Wheat,100,2,Cash
225,100224,2024-01-11,Coffee,130,6,Cash
226,100225,2024-01-11,Brinjal,67,5,Cash
227,100226,2024-01-11,Potato,137,7,Cash
228,100227,2024-01-11,Butter,131,4,UPI
229,100228,2024-01-11,Coffee,130,2,UPI
230,100229,2024-01-11,Dal,80,5,UPI
231,100230,2024-01-11,Cauliflower,114,1,Cash
232,100231,2024-01-11,Brinjal,128,4,UPI
233,100232,2024-01-11,Maida,101,4,UPI
234,100233,2024-01-11,Dal,80,6,Cash
235,100234,2024-01-12,Tomato,45,7,UPI
236,100235,2024-01-12,Bread,135,2,Cash
237,100236,2024-01-12,Pickles,149,3,Cash
238,100237,2024-01-12,Methi,110,1,UPI
239,100238,2024-01-12,Ghee,134,6,Cash
240,100239,2024-01-12,Potato,143,4,Cash
241,100240,2024-01-12,Methi,36,2,UPI
242,100241,2024-01-12,Beans,38,4,Cash
243,100242,2024-01-12,Eggs,76,7,Cash
244,100243,2024-01-12,Beans,20,7,UPI
245,100244,2024-01-12,Spinach,39,5,Cash
246,100245,2024-01-12,Bread,117,2,UPI
247,100246,2024-01-12,Cauliflower,117,3,UPI
248,100247,2024-01-12,Soap,86,7,Cash
249,100248,2024-01-12,Garam Masala,94,7,Cash
250,100249,2024-01-12,Coconut,60,6,Cash
251,100250,2024-01-12,Tomato,23,2,UPI
252,100251,2024-01-12,Coriander Powder,150,2,UPI
253,100252,2024-01-12,Brinjal,95,5,Cash
254,100253,2024-01-12,Bread,29,4,UPI
255,100254,2024-01-12,Bread,44,4,UPI
256,100255,2024-01-12,Turmeric Powder,143,1,UPI
257,100256,2024-01-12,Curry Leaves,54,4,UPI
258,100257,2024-01-12,Bread,34,5,Cash
259,100258,2024-01-12,Jam,89,4,UPI
260,100259,2024-01-12,Wheat,100,3,UPI
261,100260,2024-01-12,Eggs,44,5,Cash
262,100261,2024-01-12,Chili Powder,131,6,UPI
263,100262,2024-01-12,Chili Powder,65,1,UPI
264,100263,2024-01-12,Garam Masala,36,6,UPI
265,100264,2024-01-12,Methi,142,5,Cash
266,100265,2024-01-12,Pickles,50,1,UPI
267,100266,2024-01-12,Toothpaste,29,6,UPI
268,100267,2024-01-12,Turmeric Powder,63,5,Cash
269,100268,2024-01-12,Jam,73,1,UPI
270,100269,2024-01-12,Milk,45,1,Cash
271,100270,2024-01-12,Sugar,130,5,UPI
272,100271,2024-01-12,Spinach,82,5,Cash
273,100272,2024-01-12,Honey,141,2,UPI
274,100273,2024-01-12,Methi,123,2,Cash
275,100274,2024-01-12,Toothpaste,78,4,Cash
276,100275,2024-01-12,Butter,24,1,UPI
277,100276,2024-01-12,Oil,120,1,UPI
278,100277,2024-01-13,Ghee,85,6,Cash
279,100278,2024-01-13,Pickles,146,4,Cash
280,100279,2024-01-13,Methi,76,7,UPI
281,100280,2024-01-13,Biscuits,10,6,UPI
282,100281,2024-01-13,Salt,10,6,Cash
283,100282,2024-01-13,Lady Finger,105,6,UPI
284,100283,2024-01-13,Ghee,43,3,Cash
285,100284,2024-01-13,Coconut,109,7,Cash
286,100285,2024-01-13,Dal,80,2,Cash
287,100286,2024-01-13,Potato,146,2,UPI
288,100287,2024-01-13,Pickles,68,6,UPI
289,100288,2024-01-13,Honey,75,1,Cash
290,100289,2024-01-13,Lemon,148,6,UPI
291,100290,2024-01-13,Tomato,40,6,UPI
292,100291,2024-01-13,Mint Leaves,20,4,Cash
293,100292,2024-01-13,Honey,95,6,UPI
294,100293,2024-01-13,Noodles,32,6,Cash
295,100294,2024-01-13,Brinjal,112,1,Cash
296,100295,2024-01-13,Coffee,130,2,Cash
297,100296,2024-01-13,Cauliflower,42,4,Cash
298,100297,2024-01-13,Dal,80,4,Cash
299,100298,2024-01-13,Butter,132,3,UPI
300,100299,2024-01-13,Spinach,28,7,UPI
301,100300,2024-01-13,Soap,36,5,UPI
302,100301,2024-01-13,Wheat,100,4,UPI
303,100302,2024-01-13,Cooking Oil,103,1,Cash
304,100303,2024-01-13,Dal,80,5,UPI
305,100304,2024-01-13,Beans,20,3,Cash
306,100305,2024-01-14,Milk,45,2,UPI
307,100306,2024-01-14,Onion,149,3,UPI
308,100307,2024-01-14,Butter,71,5,Cash
309,100308,2024-01-14,Garam Masala,122,3,UPI
310,100309,2024-01-14,Coconut,34,6,Cash
311,100310,2024-01-14,Coconut,88,6,Cash
312,100311,2024-01-14,Methi,101,5,UPI
313,100312,2024-01-14,Maida,101,2,Cash
314,100313,2024-01-14,Wheat,100,1,Cash
315,100314,2024-01-14,Cauliflower,92,7,UPI
316,100315,2024-01-14,Noodles,20,7,UPI
317,100316,2024-01-14,Coriander Powder,63,3,UPI
318,100317,2024-01-14,Coconut,34,3,UPI
319,100318,2024-01-14,Pickles,119,2,UPI
320,100319,2024-01-14,Garam Masala,141,4,UPI
321,100320,2024-01-14,Biscuits,10,4,Cash
322,100321,2024-01-14,Biscuits,10,4,UPI
323,100322,2024-01-14,Ghee,130,2,UPI
324,100323,2024-01-14,Wheat,100,6,Cash
325,100324,2024-01-15,Rice,90,2,Cash
326,100325,2024-01-15,Rice,90,3,UPI
327,100326,2024-01-15,Mint Leaves,44,2,UPI
328,100327,2024-01-15,Pickles,61,1,Cash
329,100328,2024-01-15,Methi,147,7,UPI
330,100329,2024-01-15,Biscuits,10,3,UPI
331,100330,2024-01-15,Toothpaste,124,3,UPI
332,100331,2024-01-15,Oil,120,5,UPI
333,100332,2024-01-15,Honey,42,2,UPI
334,100333,2024-01-15,Chili Powder,147,5,UPI
335,100334,2024-01-15,Tea,130,7,UPI
336,100335,2024-01-15,Garam Masala,100,4,Cash
337,100336,2024-01-15,Coconut,100,2,Cash
338,100337,2024-01-15,Dal,80,7,UPI
339,100338,2024-01-15,Oil,120,3,Cash
340,100339,2024-01-15,Mint Leaves,107,3,UPI
341,100340,2024-01-15,Jam,41,6,Cash
342,100341,2024-01-15,Brocolli,141,2,UPI
343,100342,2024-01-15,Milk,45,7,Cash
344,100343,2024-01-15,Mint Leaves,101,3,UPI
345,100344,2024-01-15,Soap,88,4,UPI
346,100345,2024-01-15,Potato,45,2,UPI
347,100346,2024-01-15,Potato,54,5,Cash
348,100347,2024-01-15,Jam,24,6,Cash
349,100348,2024-01-15,Jam,73,3,Cash
350,100349,2024-01-15,Potato,102,3,Cash
351,100350,2024-01-16,Rasam Powder,138,4,Cash
352,100351,2024-01-16,Curry Leaves,74,6,UPI
353,100352,2024-01-16,Mint Leaves,124,6,UPI
354,100353,2024-01-16,Lady Finger,117,6,Cash
355,100354,2024-01-16,Jam,34,1,Cash
356,100355,2024-01-16,Tomato,115,7,Cash
357,100356,2024-01-16,Eggs,133,4,UPI
358,100357,2024-01-16,Noodles,29,2,Cash
359,100358,2024-01-16,Coriander Leaves,101,4,UPI
360,100359,2024-01-16,Garam Masala,56,7,Cash
361,100360,2024-01-16,Biscuits,10,6,Cash
362,100361,2024-01-16,Curry Leaves,90,4,UPI
363,100362,2024-01-16,Tea,130,7,UPI
364,100363,2024-01-16,Wheat,100,5,UPI
365,100364,2024-01-16,Biscuits,10,4,UPI
366,100365,2024-01-16,Lady Finger,56,3,Cash
367,100366,2024-01-16,Bread,28,7,UPI
368,100367,2024-01-16,Brocolli,101,1,UPI
369,100368,2024-01-16,Coconut,130,7,UPI
370,100369,2024-01-16,Sambar Powder,74,5,Cash
371,100370,2024-01-16,Maida,90,1,Cash
372,100371,2024-01-16,Turmeric Powder,128,3,UPI
373,100372,2024-01-16,Coffee,130,6,Cash
374,100373,2024-01-16,Methi,90,6,Cash
375,100374,2024-01-16,Coconut,137,7,Cash
376,100375,2024-01-16,Beans,44,4,UPI
377,100376,2024-01-16,Brocolli,59,2,Cash
378,100377,2024-01-16,Turmeric Powder,128,7,Cash
379,100378,2024-01-16,Sambar Powder,56,1,Cash
380,100379,2024-01-16,Rasam Powder,58,6,Cash
381,100380,2024-01-16,Mint Leaves,66,3,UPI
382,100381,2024-01-16,Methi,46,4,Cash
383,100382,2024-01-16,Potato,77,1,UPI
384,100383,2024-01-16,Cooking Oil,84,4,UPI
385,100384,2024-01-16,Milk,45,6,Cash
386,100385,2024-01-16,Cooking Oil,78,4,Cash
387,100386,2024-01-16,Coriander Leaves,87,5,Cash
388,100387,2024-01-16,Brinjal,58,3,Cash
389,100388,2024-01-16,Coriander Leaves,62,7,UPI
390,100389,2024-01-16,Ghee,84,4,UPI
391,100390,2024-01-16,Onion,43,6,Cash
392,100391,2024-01-16,Curry Leaves,46,2,Cash
393,100392,2024-01-16,Milk,45,2,UPI
394,100393,2024-01-16,Biscuits,10,5,UPI
395,100394,2024-01-16,Sugar,130,7,UPI
396,100395,2024-01-16,Spinach,53,1,UPI
397,100396,2024-01-17,Soap,85,2,Cash
398,100397,2024-01-17,Coffee,130,4,UPI
399,100398,2024-01-17,Cooking Oil,132,1,UPI
400,100399,2024-01-17,Mint Leaves,43,6,UPI
401,100400,2024-01-17,Salt,10,3,UPI
402,100401,2024-01-17,Rasam Powder,114,7,UPI
403,100402,2024-01-17,Brocolli,38,3,Cash
404,100403,2024-01-17,Beans,126,3,UPI
405,100404,2024-01-17,Oil,120,2,UPI
406,100405,2024-01-17,Potato,33,3,UPI
407,100406,2024-01-17,Rice,90,2,UPI
408,100407,2024-01-17,Beans,118,5,Cash
409,100408,2024-01-17,Dal,80,4,Cash
410,100409,2024-01-17,Oil,120,7,UPI
411,100410,2024-01-17,Eggs,28,5,UPI
412,100411,2024-01-17,Sugar,130,2,UPI
413,100412,2024-01-17,Pickles,145,4,Cash
414,100413,2024-01-17,Coffee,130,2,Cash
415,100414,2024-01-17,Coriander Leaves,76,6,UPI
416,100415,2024-01-18,Rice,90,2,Cash
417,100416,2024-01-18,Jam,136,4,UPI
418,100417,2024-01-18,Sugar,130,5,Cash
419,100418,2024-01-18,Methi,131,5,UPI
420,100419,2024-01-18,Coriander Leaves,149,6,Cash
421,100420,2024-01-18,Ghee,77,6,UPI
422,100421,2024-01-18,Chili Powder,56,3,Cash
423,100422,2024-01-18,Bread,22,5,Cash
424,100423,2024-01-18,Brinjal,90,2,UPI
425,100424,2024-01-18,Coffee,130,4,UPI
426,100425,2024-01-18,Potato,107,4,UPI
427,100426,2024-01-18,Coffee,130,1,Cash
428,100427,2024-01-18,Jam,115,4,Cash
429,100428,2024-01-18,Milk,45,6,Cash
430,100429,2024-01-18,Spinach,116,3,Cash
431,100430,2024-01-18,Ghee,36,2,Cash
432,100431,2024-01-18,Brinjal,53,3,UPI
433,100432,2024-01-18,Onion,148,5,UPI
434,100433,2024-01-18,Tea,130,4,UPI
435,100434,2024-01-18,Potato,39,2,UPI
436,100435,2024-01-19,Dal,80,2,UPI
437,100436,2024-01-19,Brinjal,36,7,UPI
438,100437,2024-01-19,Coriander Leaves,64,1,Cash
439,100438,2024-01-19,Jam,112,7,Cash
440,100439,2024-01-19,Methi,77,4,UPI
441,100440,2024-01-19,Coriander Powder,57,7,UPI
442,100441,2024-01-19,Tomato,132,4,Cash
443,100442,2024-01-19,Biscuits,10,2,UPI
444,100443,2024-01-19,Oil,120,7,UPI
445,100444,2024-01-19,Lemon,68,2,UPI
446,100445,2024-01-19,Pickles,113,2,UPI
447,100446,2024-01-19,Turmeric Powder,80,7,UPI
448,100447,2024-01-19,Sambar Powder,109,1,UPI
449,100448,2024-01-19,Honey,66,3,Cash
450,100449,2024-01-19,Beans,41,6,UPI
451,100450,2024-01-19,Cauliflower,90,6,Cash
452,100451,2024-01-19,Methi,55,3,Cash
453,100452,2024-01-19,Onion,41,3,UPI
454,100453,2024-01-19,Brinjal,69,4,UPI
455,100454,2024-01-19,Onion,87,6,UPI
456,100455,2024-01-19,Milk,45,1,UPI
457,100456,2024-01-19,Ghee,113,6,Cash
458,100457,2024-01-19,Honey,49,1,UPI
459,100458,2024-01-19,Dal,80,4,Cash
460,100459,2024-01-19,Chili Powder,100,1,Cash
461,100460,2024-01-19,Salt,10,2,UPI
462,100461,2024-01-19,Coffee,130,5,Cash
463,100462,2024-01-19,Methi,89,6,UPI
464,100463,2024-01-19,Brocolli,92,4,UPI
465,100464,2024-01-19,Rasam Powder,131,5,Cash
466,100465,2024-01-19,Brinjal,57,7,UPI
467,100466,2024-01-19,Rasam Powder,112,1,Cash
468,100467,2024-01-19,Honey,124,5,Cash
469,100468,2024-01-19,Bread,90,1,Cash
470,100469,2024-01-19,Milk,45,4,UPI
471,100470,2024-01-19,Honey,62,2,Cash
472,100471,2024-01-19,Mint Leaves,127,7,Cash
473,100472,2024-01-19,Noodles,56,1,UPI
474,100473,2024-01-19,Tea,130,7,Cash
475,100474,2024-01-19,Coconut,108,7,Cash
476,100475,2024-01-19,Cauliflower,83,3,Cash
477,100476,2024-01-19,Maida,141,2,Cash
478,100477,2024-01-19,Coconut,38,4,Cash
479,100478,2024-01-19,Tomato,108,6,Cash
480,100479,2024-01-20,Onion,80,1,UPI
481,100480,2024-01-20,Atta,86,7,UPI
482,100481,2024-01-20,Sugar,130,3,Cash
483,100482,2024-01-20,Rasam Powder,96,5,Cash
484,100483,2024-01-20,Tea,130,7,UPI
485,100484,2024-01-20,Brocolli,44,6,Cash
486,100485,2024-01-20,Noodles,99,7,UPI
487,100486,2024-01-20,Sambar Powder,125,3,UPI
488,100487,2024-01-20,Rasam Powder,145,5,Cash
489,100488,2024-01-20,Eggs,58,2,UPI
490,100489,2024-01-20,Wheat,100,7,Cash
491,100490,2024-01-20,Soap,117,3,UPI
492,100491,2024-01-20,Salt,10,7,UPI
493,100492,2024-01-20,Bread,120,3,UPI
494,100493,2024-01-20,Toothpaste,53,4,Cash
495,100494,2024-01-20,Milk,45,6,Cash
496,100495,2024-01-20,Dal,80,3,Cash
497,100496,2024-01-20,Spinach,29,2,UPI
498,100497,2024-01-20,Chili Powder,52,5,UPI
499,100498,2024-01-20,Pickles,148,3,Cash
500,100499,2024-01-20,Biscuits,10,1,UPI
501,100500,2024-01-20,Noodles,81,2,UPI
502,100501,2024-01-20,Soap,73,5,Cash
503,100502,2024-01-20,Cauliflower,71,1,Cash
504,100503,2024-01-20,Cauliflower,116,3,Cash
505,100504,2024-01-21,Onion,57,7,UPI
506,100505,2024-01-21,Onion,85,3,UPI
507,100506,2024-01-21,Sugar,130,2,UPI
508,100507,2024-01-21,Wheat,100,7,Cash
509,100508,2024-01-21,Biscuits,10,3,UPI
510,100509,2024-01-21,Tea,130,6,Cash
511,100510,2024-01-21,Turmeric Powder,148,7,Cash
512,100511,2024-01-21,Potato,91,4,UPI
513,100512,2024-01-21,Biscuits,10,5,UPI
514,100513,2024-01-21,Lemon,79,7,Cash
515,100514,2024-01-21,Cauliflower,31,4,Cash
516,100515,2024-01-21,Coriander Powder,108,3,Cash
517,100516,2024-01-21,Coriander Leaves,87,7,UPI
518,100517,2024-01-21,Brinjal,23,6,Cash
519,100518,2024-01-22,Lemon,107,5,Cash
520,100519,2024-01-22,Maida,52,5,UPI
521,100520,2024-01-22,Pickles,77,4,UPI
522,100521,2024-01-22,Toothpaste,83,6,Cash
523,100522,2024-01-22,Dal,80,7,Cash
524,100523,2024-01-22,Toothpaste,24,2,UPI
525,100524,2024-01-22,Potato,108,3,UPI
526,100525,2024-01-22,Coconut,96,7,UPI
527,100526,2024-01-22,Dal,80,5,Cash
528,100527,2024-01-22,Tea,130,5,UPI
529,100528,2024-01-22,Onion,56,7,Cash
530,100529,2024-01-22,Eggs,86,6,UPI
531,100530,2024-01-22,Soap,125,3,UPI
532,100531,2024-01-22,Eggs,112,3,UPI
533,100532,2024-01-22,Noodles,75,5,UPI
534,100533,2024-01-22,Spinach,146,6,Cash
535,100534,2024-01-22,Sugar,130,7,UPI
536,100535,2024-01-22,Lady Finger,124,3,UPI
537,100536,2024-01-22,Onion,113,6,UPI
538,100537,2024-01-22,Tomato,98,1,UPI
539,100538,2024-01-22,Soap,26,1,UPI
540,100539,2024-01-22,Coriander Powder,86,3,UPI
541,100540,2024-01-22,Soap,140,3,UPI
542,100541,2024-01-22,Toothpaste,70,3,UPI
543,100542,2024-01-22,Beans,120,5,UPI
544,100543,2024-01-22,Rice,90,3,UPI
545,100544,2024-01-22,Salt,10,4,Cash
546,100545,2024-01-23,Honey,97,3,Cash
547,100546,2024-01-23,Jam,118,5,UPI
